fold,strategy,test_start,test_end,total_return,cagr,vol,sharpe,mdd,calmar,avg_turnover,mean_ppo_ratio,vix_high_threshold
6,Regime_Tactical,2018-01-01,2018-12-31,-0.10910676447632517,-0.10910676447632517,0.12380062899109891,-0.8705229361224043,-0.16757480383759382,-0.6510928968895985,0.3278698838665524,0.47916666666666674,17.01599998474121
7,PPO_Only,2019-01-01,2019-12-31,0.1615723573829957,0.1615723573829957,0.1257398156326908,1.2555530512394348,-0.05747820084083588,2.8110197434747337,0.3412540005555235,1.0,18.22199935913086
7,A2C_Only,2019-01-01,2019-12-31,0.3193131295704641,0.3193131295704641,0.10250554714309017,2.7803185896341325,-0.023095787377128696,13.825600502655892,0.17872667569168407,0.0,18.22199935913086
7,Manual_PPO25_A2C75,2019-01-01,2019-12-31,0.279159073198995,0.279159073198995,0.10150804089168491,2.495666516184263,-0.027612050931681842,10.110044845625364,0.20045665204718088,0.25,18.22199935913086
7,Manual_PPO50_A2C50,2019-01-01,2019-12-31,0.23948906355531752,0.23948906355531752,0.10546009704942988,2.101265462438357,-0.03212833514439384,7.454138612504689,0.23263721133226986,0.5,18.22199935913086
7,Manual_PPO75_A2C25,2019-01-01,2019-12-31,0.2002602498822954,0.2002602498822954,0.11382633177966629,1.667069913189841,-0.036644619357105945,5.464929187304054,0.28359256291040097,0.75,18.22199935913086
7,Auto_RollingSharpe,2019-01-01,2019-12-31,0.26700108318099813,0.26700108318099813,0.10176317591373685,2.393911039901272,-0.02797216869060315,9.545240704582671,0.24145288005322027,0.25992637909869626,18.22199935913086
7,Auto_DD_Guard_v1,2019-01-01,2019-12-31,0.26700108318099813,0.26700108318099813,0.10176317591373685,2.393911039901272,-0.02797216869060315,9.545240704582671,0.24145288005322027,0.25992637909869626,18.22199935913086
7,Auto_DD_Guard_v2_Strong,2019-01-01,2019-12-31,0.26700108318099813,0.26700108318099813,0.10176317591373685,2.393911039901272,-0.02797216869060315,9.545240704582671,0.24145288005322027,0.25992637909869626,18.22199935913086
7,Regime_DD_Guard,2019-01-01,2019-12-31,0.23404442019891825,0.23404442019891825,0.11287519004396251,1.9299144519276283,-0.03303159198693617,7.085472001818188,0.3298453735947038,0.4222282608371271,18.22199935913086
7,Turnover_Aware_DD_Guard,2019-01-01,2019-12-31,0.25756575836616746,0.25756575836616746,0.1018685697311265,2.316767982524963,-0.0298302462942458,8.634382560088062,0.2397714184686206,0.35063755998811547,18.22199935913086
7,Vol_Target_DD_Guard,2019-01-01,2019-12-31,0.27084067873676454,0.27084067873676454,0.101560695624148,2.4289025206731742,-0.02797216869060315,9.682505555164537,0.24112219847108793,0.25186011872122654,18.22199935913086
7,Regime_Tactical,2019-01-01,2019-12-31,0.26196240049507136,0.26196240049507136,0.11278774422290447,2.1333744346761896,-0.03574136251456339,7.329390433516086,0.27806237507780734,0.4833333333333334,18.22199935913086
8,PPO_Only,2020-01-01,2020-12-31,-0.03331204734704474,-0.03331204734704474,0.14478981148637118,-0.1668562984248366,-0.11247724361633915,-0.2961669958829398,0.2552879297375255,1.0,17.665999603271487
8,A2C_Only,2020-01-01,2020-12-31,-0.1433433510771569,-0.1433433510771569,0.18655637186152066,-0.7337264427380714,-0.20187040124608624,-0.7100761190959191,0.2677247595569395,0.0,17.665999603271487
8,Manual_PPO25_A2C75,2020-01-01,2020-12-31,-0.11551496759293667,-0.11551496759293667,0.16832924927557477,-0.6443782309244638,-0.17993843626828587,-0.6419693868001907,0.22576977786059316,0.25,17.665999603271487
8,Manual_PPO50_A2C50,2020-01-01,2020-12-31,-0.08779539091278343,-0.08779539091278343,0.1545067610962356,-0.5187228985284155,-0.1577288568745019,-0.556622248157409,0.19916964189043726,0.5,17.665999603271487
8,Manual_PPO75_A2C25,2020-01-01,2020-12-31,-0.0603670094457166,-0.0603670094457166,0.14635158824117653,-0.35558251253085066,-0.13524166303284957,-0.4463639982824948,0.20846585692690522,0.75,17.665999603271487
8,Auto_RollingSharpe,2020-01-01,2020-12-31,-0.10883562048909001,-0.10883562048909001,0.15315841696580956,-0.6758202255310983,-0.1577288568745019,-0.6900171766012726,0.24726174830121417,0.6438554438888737,17.665999603271487
8,Auto_DD_Guard_v1,2020-01-01,2020-12-31,-0.09295082848262681,-0.09295082848262681,0.15398213731959468,-0.5575379013491816,-0.1577288568745019,-0.5893076912145747,0.21267955347419584,0.3093133084629352,17.665999603271487
8,Auto_DD_Guard_v2_Strong,2020-01-01,2020-12-31,-0.09239483554610328,-0.09239483554610328,0.15721149702714304,-0.5394829932568318,-0.1577288568745019,-0.5857826993548676,0.22013507529729692,0.23750000000000004,17.665999603271487
8,Regime_DD_Guard,2020-01-01,2020-12-31,-0.10872468884209707,-0.10872468884209707,0.16816205510638782,-0.6004233156643858,-0.17179019641638438,-0.6328922785475524,0.2554081784918956,0.1791666666666667,17.665999603271487
